iter	RMSE
146	0.16733917
147	0.1661169461
148	0.1648955141
149	0.1639129911
150	0.1630322206
151	0.1620426236
152	0.1608377464
153	0.1598895632
154	0.1591066446
155	0.1580460733
156	0.1568371812
157	0.1559883624
158	0.155042622
159	0.1540077403
160	0.1531612057
161	0.152187875
162	0.1511044907
163	0.1501141457
164	0.1490232479
165	0.1480603799
166	0.146855229
167	0.1461540639
168	0.1451021872
169	0.1442585329
170	0.1433000792
171	0.1424361382
172	0.1416140886
173	0.1409237505
174	0.1399131356
175	0.1388493812
176	0.1379790354
177	0.1371428157
178	0.1363957851
179	0.1354979638
180	0.1347875785
181	0.1344185013
182	0.1341737782
183	0.1335950171
184	0.1323797022
185	0.1316229202
186	0.1309115152
187	0.130447353
188	0.1296491934
189	0.1287306818
190	0.1276141533
191	0.1269331322
192	0.1262177664
193	0.1253807804
194	0.124916191
195	0.1239171059
196	0.1232499288
197	0.1223401232
198	0.1215463433
199	0.1212784289
200	0.1210342884
201	0.1203925735
202	0.1197481692
203	0.119454874
204	0.1187406208
205	0.118101982
206	0.1173878956
207	0.1166403736
208	0.1159986401
209	0.1158328005
210	0.1151756442
211	0.1144227489
212	0.1134740847
213	0.113125846
214	0.1125573667
215	0.1115585846
216	0.1107510225
217	0.1097579501
218	0.108827137
219	0.1082826719
220	0.1078067563
221	0.1076553246
222	0.1073998854
223	0.1071474116
224	0.1064997066
225	0.1058723656
226	0.105462295
227	0.1048470345
228	0.1043929872
229	0.1041079526
230	0.1033595244
231	0.1028759862
232	0.1023312262
233	0.1017386177
234	0.1013171331
235	0.1010275375
236	0.1002676957
237	0.100091102
238	0.09985951295
239	0.09931732631
240	0.09853372327
241	0.09830725361
242	0.09775810202
243	0.09737493061
244	0.09718896203
245	0.09631757619
246	0.09555953386
247	0.09515011195
248	0.09481085882
249	0.09426804513
250	0.09405248347
251	0.09332633474
252	0.09251279315
253	0.09208125162
254	0.09191251563
255	0.09147725628
256	0.09073869022
257	0.08998998986
258	0.08946445002
259	0.08927313215
260	0.08909758139
261	0.08883639147
262	0.08864568071
263	0.08790395884
264	0.08740647936
265	0.08724535485
266	0.0871014049
267	0.08659012326
268	0.08593646779
269	0.08552031852
270	0.0849047428
271	0.08468706982
272	0.08411328134
273	0.08397197203
274	0.0835721229
275	0.08311559443
276	0.08252934451
277	0.08236586024
278	0.08214663159
279	0.08177993425
280	0.08161625813
281	0.08145908127
282	0.0812472289
283	0.0806856674
284	0.08055750798
285	0.08020024698
286	0.07996540129
287	0.07942132473
288	0.07926983845
289	0.07912563996
290	0.07898331113
291	0.07884384866
292	0.07871382218
293	0.07818802319
294	0.07766062823
295	0.07731557935
296	0.07680945158
297	0.07666971117
298	0.07653890956
299	0.07604524115
300	0.0755932765
301	0.07547300691
302	0.07499749702
303	0.07487338393
304	0.07476822203
305	0.07464678213
306	0.0743155287
307	0.07375781082
308	0.07324601231
309	0.07312846206
310	0.07301243928
311	0.07255846948
312	0.07243488958
313	0.07232257848
314	0.0717934768
315	0.0716833809
316	0.07156453591
317	0.07145863164
318	0.07091052313
319	0.07037363535
320	0.07026923665
321	0.07016618333
322	0.06964248051
323	0.06954181463
324	0.06944244484
325	0.0693443544
326	0.06924536067
327	0.06883276383
328	0.06873751088
329	0.06823510191
330	0.06814206739
331	0.06805123442
332	0.06796045789
333	0.06786653883
334	0.06756851362
335	0.06698666771
336	0.06656147545
337	0.06647460566
338	0.06638885598
339	0.066304212
340	0.06622065948
341	0.06580500969
342	0.06524966294
343	0.06515362501
344	0.06505881985
345	0.06497955647
346	0.06489435481
347	0.06446241403
348	0.06438484916
349	0.0639614042
350	0.06388484571
351	0.06379465772
352	0.06372713321
353	0.06365318571
354	0.06323790527
355	0.06317181435
356	0.06309960419
357	0.06302832177
358	0.06295795532
359	0.06268581611
360	0.06244090573
361	0.06236358295
362	0.06212236587
363	0.06172038799
364	0.06164748546
365	0.06158066628
366	0.06128720419
367	0.06121277494
368	0.06114771956
369	0.06075698871
370	0.060692762
371	0.06046335278
372	0.06022136141
373	0.06015320364
374	0.05992191933
375	0.05972885627
376	0.05953822433
377	0.05947787841
378	0.05924998539
379	0.05906212312
380	0.05899394342
381	0.0587694473
382	0.05854788736
383	0.05836269406
384	0.05814399852
385	0.05796108898
386	0.05778046888
387	0.05760210838
388	0.0573861449
389	0.05720996664
390	0.05703598789
391	0.05682274219
392	0.0566508799
393	0.05648115931
394	0.05627058037
395	0.0561029133
396	0.05593733223
397	0.05572937113
398	0.05556578331
399	0.05540422781
400	0.0551988376
401	0.05503921757
402	0.05483642731
403	0.05467871318
404	0.05452295401
405	0.05432264917
406	0.05416874178
407	0.05397096147
408	0.05381887831
409	0.05361501123
410	0.05346477424
411	0.05331639374
412	0.05311520638
413	0.05296861721
414	0.05277010278
415	0.05262527574
416	0.05248223432
417	0.05234095672
418	0.05214496991
419	0.05200538075
420	0.05181197708
421	0.05167404967
422	0.05129411731
423	0.05115882071
424	0.05102518759
425	0.05089319791
426	0.05076283191
427	0.05058647118
428	0.0504327721
429	0.0502495063
430	0.05012208028
431	0.0499504478
432	0.04980015927
433	0.04965179759
434	0.04948273546
435	0.04933632131
436	0.04915975232
437	0.04903125678
438	0.04886672751
439	0.04872364468
440	0.04855164186
441	0.04841031859
442	0.04825026268
443	0.04811078227
444	0.04797308391
445	0.04780549075
446	0.0477182062
447	0.04756244724
448	0.04742710212
449	0.04726388126
450	0.04713019091
451	0.04696121632
452	0.04687617263
453	0.04670948283
454	0.04657825709
455	0.04644870284
456	0.04628447557
457	0.04620165073
458	0.04603963679
459	0.04591245021
460	0.04575275307
461	0.04562723648
462	0.04550331426
463	0.0453459413
464	0.04522363847
465	0.04506849785
466	0.0449477864
467	0.04479483999
468	0.04467569261
469	0.04452490305
470	0.04444620741
471	0.04432915829
472	0.04418040942
473	0.04406486702
474	0.04391820391
475	0.04361658774
476	0.04350355639
477	0.04338560858
478	0.04324251115
479	0.04317999863
480	0.04303904313
481	0.04286971075
482	0.04275353961
483	0.04261593155
484	0.04245088525
485	0.04228857504
486	0.04217399625
487	0.04204107571
488	0.04188288929
489	0.04172505925
490	0.04161315499
491	0.04148342181
492	0.04135512778
493	0.0412010604
494	0.04114238688
495	0.04099103758
496	0.04086516081
497	0.04074007151
498	0.04061599402
499	0.04035016981
500	0.04029345526
501	0.0401716475
502	0.04005055151
503	0.03990628941
504	0.0397869626
505	0.03970837241
506	0.0395938059
507	0.0394535617
508	0.03933635095
509	0.03919849941
510	0.0390829908
511	0.0389719106
512	0.03876830906
513	0.03865335247
514	0.0385020249
515	0.03835424423
516	0.03824532312
517	0.03813460338
518	0.03802694434
519	0.03791724964
520	0.03772637141
521	0.03765397211
522	0.03751213859
523	0.03740661536
524	0.03730250296
525	0.03719560824
526	0.03708983248
527	0.03686106822
528	0.03678488107
529	0.03668301747
530	0.03658251368
531	0.03648626252
532	0.03641717971
533	0.03636822007
534	0.03619060172
535	0.03609602362
536	0.03604764008
537	0.03599981201
538	0.03588357489
539	0.0357900155
540	0.03557390395
541	0.03548157068
542	0.0354346666
543	0.0353883012
544	0.0352972079
545	0.03525148348
546	0.03503924553
547	0.03499405393
548	0.03494938278
549	0.03483974459
550	0.03474055243
551	0.03463238721
552	0.03453421101
553	0.03443729253
554	0.03439332666
555	0.03428633122
556	0.03419048695
557	0.03398658424
558	0.03394318402
559	0.03390028406
560	0.03379524575
561	0.0337011191
562	0.03359748366
563	0.03350431937
564	0.03346772577
565	0.03343155807
566	0.033339698
567	0.03323132993
568	0.03307871365
569	0.03304332367
570	0.03284824059
571	0.03275759397
572	0.03272279783
573	0.03262296297
574	0.0325885935
575	0.03249897462
576	0.03246505806
577	0.03243153785
578	0.03235068729
579	0.03231762232
580	0.03228494445
581	0.03225264949
582	0.03215404641
583	0.0320740682
584	0.03204222763
585	0.03201076074
586	0.03197966349
587	0.03190073609
588	0.03187006109
589	0.03183974705
590	0.03165349699
591	0.03155656289
592	0.0314775834
593	0.03144780002
594	0.03141434739
595	0.03138508291
596	0.03135218827
597	0.0313196794
598	0.03129108688
599	0.0312591202
600	0.03117700774
601	0.03109321572
602	0.03106513186
603	0.03103387779
604	0.03100299158
605	0.03097554722
606	0.03094517596
607	0.03091820605
608	0.0308883407
609	0.03080682565
610	0.03078029356
611	0.03075087752
612	0.03067151594
613	0.03064549607
614	0.03061680498
615	0.03058844915
616	0.0305605673
617	0.03044699094
618	0.03030436451
619	0.03015038419
620	0.03001129543
621	0.02993308138
622	0.02979145302
623	0.02971397905
624	0.02956541772
625	0.0294131521
626	0.02924067654
627	0.02914853026
628	0.02899528176
629	0.02890454837
630	0.02880853297
631	0.02873327481
632	0.02870854567
633	0.02857739361
634	0.02844466548
635	0.02837069089
636	0.02820720398
637	0.02806722903
638	0.02798019632
639	0.02788815263
640	0.02781568015
641	0.02765750273
642	0.02756717474
643	0.02754294973
644	0.02740647945
645	0.02731744711
646	0.02723565201
647	0.02716447147
648	0.02701189677
649	0.02687869417
650	0.02673980433
651	0.02671595976
652	0.0265977531
653	0.02651279679
654	0.02648927782
655	0.02635892513
656	0.02627517952
657	0.02621134378
658	0.0261880163
659	0.02607032071
660	0.02598772462
661	0.02596464748
662	0.02583787691
663	0.0257564589
664	0.02569403383
665	0.02567114566
666	0.02554687229
667	0.02547142485
668	0.02533090665
669	0.02525664876
670	0.02513537003
671	0.02500843854
672	0.02493623153
673	0.02480027806
674	0.0246769052
675	0.02460599424
676	0.02453607335
677	0.0245136199
678	0.02449143174
679	0.02438825478
680	0.0242868171
681	0.02421683572
682	0.02414588907
683	0.02407747922
684	0.02405575544
685	0.02394880417
686	0.02383328263
687	0.02376582266
688	0.02369809654
689	0.02367672866
690	0.02356283921
691	0.02349696036
692	0.02336806636
693	0.02330340814
694	0.02328224074
695	0.0231795898
696	0.02308023345
697	0.02297032032
698	0.02290721947
699	0.02288647143
700	0.02281154431
701	0.02274907921
702	0.02264706494
703	0.02254673763
704	0.02244240244
705	0.02238051211
706	0.02231946683
707	0.02229907828
708	0.02220124034
709	0.02213068501
710	0.02203501788
711	0.02193549655
712	0.02187491199
713	0.02181237359
714	0.02171050079
715	0.02165138001
716	0.0215930614
717	0.02157299064
718	0.02155315782
719	0.02145994551
720	0.02136446873
721	0.02130385539
722	0.02124678257
723	0.02115574434
724	0.02106580361
725	0.02097322179
726	0.02091742106
727	0.02089808095
728	0.02083222067
729	0.02074420853
730	0.0206551888
731	0.02056752669
732	0.02051212067
733	0.02045745857
734	0.02043851249
735	0.02035329339
736	0.02027001082
737	0.02021587985
738	0.02013083527
739	0.02008001772
740	0.01999636085
741	0.01994624849
742	0.0198656417
743	0.01981614169
744	0.01973703252
745	0.01968813614
746	0.01962812363
747	0.01954025113
748	0.01948357357
749	0.01940712482
750	0.0193512704
751	0.01927629525
752	0.01922125091
753	0.01914552653
754	0.01906759703
755	0.01901330164
756	0.01893958962
757	0.01888959952
758	0.01884034623
759	0.01875609033
760	0.01870758944
761	0.01869024655
762	0.01863436905
763	0.01856001179
764	0.01851193732
765	0.01846457092
766	0.01838348705
767	0.01833684704
768	0.01831984808
769	0.01826545879
770	0.01818683585
771	0.01814074034
772	0.01808746522
773	0.01801624827
774	0.0179705658
775	0.017925556
776	0.01790890824
777	0.01783324408
778	0.01778891887
779	0.01777253062
780	0.01772065036
781	0.01765147824
782	0.01760753787
783	0.01756424416
784	0.01750310052
785	0.01746039464
786	0.01744430738
787	0.0173936554
788	0.01733403069
789	0.01729174557
790	0.01727590973
791	0.01722618112
792	0.01715672525
793	0.01711493994
794	0.01709935915
795	0.01703336245
796	0.01699208298
797	0.01695140863
798	0.01691133054
799	0.01689597655
800	0.01682674698
801	0.01681159183
802	0.01679662361
803	0.01674869055
804	0.01668621564
805	0.01662787679
806	0.01658780093
807	0.01654831048
808	0.01650148241
809	0.01643572841
810	0.01640131784
811	0.01636201762
812	0.01632815887
813	0.01628935279
814	0.01625111125
815	0.01621771798
816	0.01617995644
817	0.01614274375
818	0.01610980993
819	0.01607306355
820	0.01603685079
821	0.01600437058
822	0.01596861086
823	0.01593336998
824	0.0159013377
825	0.01586653703
826	0.01583224083
827	0.01581795159
828	0.01578414583
829	0.01577002308
830	0.01569004973
831	0.01565663838
832	0.01564174177
833	0.01556294845
834	0.01552992264
835	0.01550977966
836	0.01543219125
837	0.01539953712
838	0.01537967441
839	0.01530326904
840	0.01527098063
841	0.01525139234
842	0.01523204963
843	0.01515684601
844	0.01512490047
845	0.01510582273
846	0.0150869835
847	0.01503295727
848	0.01499253318
849	0.01491375155
850	0.0148607598
851	0.01478212979
852	0.01473018891
853	0.01469017425
854	0.01461296745
855	0.01453775821
856	0.01446239915
857	0.01441230619
858	0.01433930927
859	0.01429027935
860	0.01425050681
861	0.01417771755
862	0.01410590065
863	0.01405813685
864	0.01398844726
865	0.01393285202
866	0.01389349371
867	0.01383856263
868	0.01380732746
869	0.01375295677
870	0.01372205688
871	0.01368410301
872	0.0136302793
873	0.01360004525
874	0.01354676882
875	0.01351685921
876	0.01348736655
877	0.01343211783
878	0.01340326273
879	0.01335027827
880	0.01332173253
881	0.01329358529
882	0.01324104562
883	0.01321319944
884	0.01318574183
885	0.01313364382
886	0.01310647922
887	0.01305350926
888	0.01302693568
889	0.01297521829
890	0.01294892842
891	0.01292300573
892	0.01287172495
893	0.01284607843
894	0.01282078995
895	0.01276994283
896	0.01274492319
897	0.01268691077
898	0.01263674196
899	0.01258716229
900	0.01256253956
901	0.01251345891
902	0.01248909773
903	0.01244051059
904	0.01241797072
905	0.01239412369
906	0.01234593377
907	0.01232384974
908	0.01227613369
909	0.0122542482
910	0.01221616248
911	0.01219449711
912	0.01217311421
913	0.0121260641
914	0.01210487238
915	0.01206742728
916	0.01204475463
917	0.01202401154
918	0.01198688814
919	0.01196635279
920	0.0119443934
921	0.01189543654
922	0.01187555262
923	0.01183858437
924	0.01181889951
925	0.01180859816
926	0.01176262144
927	0.01174310834
928	0.01172384981
929	0.01171371987
930	0.01167741134
931	0.01165660185
932	0.01164660116
933	0.01163671954
934	0.01159302879
935	0.0115314504
936	0.01147060788
937	0.01141049252
938	0.01135109572
939	0.01129240902
940	0.01123442403
941	0.01119142329
942	0.01114892923
943	0.01110693588
944	0.01108725776
945	0.01105417425
946	0.01103468962
947	0.01097836485
948	0.01093733004
949	0.01091792712
950	0.01087830324
951	0.01082313324
952	0.01076862751
953	0.01071477822
954	0.01066157763
955	0.0106090181
956	0.01055709211
957	0.01050579221
958	0.01046739634
959	0.0104294591
960	0.01039197502
961	0.01036255128
962	0.01034242944
963	0.01032256014
964	0.01027272602
965	0.01023609793
966	0.01021631207
967	0.01018063953
968	0.01013183084
969	0.01008361537
970	0.01003598612
971	0.009988936172
972	0.009943880819
973	0.009899542298
974	0.009855909679
975	0.009812972181
976	0.009770719164
977	0.009730100373
978	0.009676837939
979	0.009658082191
980	0.009639559816
981	0.00961153142
982	0.009593185732
983	0.009541751306
984	0.00952388219
985	0.009506235944
986	0.009478297217
987	0.009460819162
988	0.00944355927
989	0.009415856538
990	0.009398761186
991	0.009352883593
992	0.009306586051
993	0.009261746937
994	0.009234976844
995	0.00919086719
996	0.009146407691
997	0.009103299341
998	0.009059911665
999	0.009042409802
