dataset,primary_label,competitor,best_test_metric,rank
Ailerons,constant,excelformer|0.8_0.15_0.05|decoding,0.2808995842933655,3
Ailerons,constant,tabtransformer|0.8_0.15_0.05|start,0.5221374080426554,50
Ailerons,constant,tabtransformer|0.8_0.15_0.05|materialize,0.5198023382810198,48
Ailerons,constant,tabtransformer|0.8_0.15_0.05|encoding,0.46006558274701703,22
Ailerons,constant,tabtransformer|0.8_0.15_0.05|columnwise,0.46508870763031096,24
Ailerons,constant,tabtransformer|0.8_0.15_0.05|decoding,0.6039493680000305,71
Ailerons,constant,tabm|0.8_0.15_0.05|start,0.5133364200592041,40
Ailerons,constant,tabm|0.8_0.15_0.05|materialize,0.5572724938392639,60
Ailerons,constant,tabm|0.8_0.15_0.05|encoding,0.43298447132110596,16
Ailerons,constant,tabm|0.8_0.15_0.05|columnwise,0.4417755901813507,18
Ailerons,constant,tabm|0.8_0.15_0.05|decoding,0.5513411164283752,59
Ailerons,constant,resnet|0.8_0.15_0.05|start,0.51904110266708,46
Ailerons,constant,resnet|0.8_0.15_0.05|materialize,0.5037502964198752,31
Ailerons,constant,resnet|0.8_0.15_0.05|encoding,0.4338812690991916,17
Ailerons,constant,resnet|0.8_0.15_0.05|columnwise,0.42558753130169236,12
Ailerons,constant,resnet|0.8_0.15_0.05|decoding,1.5018409490585327,100
Ailerons,constant,subtab|0.8_0.15_0.05|start,0.5671941806252562,63
Ailerons,constant,subtab|0.8_0.15_0.05|materialize,0.5713223925834512,65
Ailerons,constant,subtab|0.8_0.15_0.05|encoding,0.46335621688077056,23
Ailerons,constant,subtab|0.8_0.15_0.05|columnwise,0.4657835913653688,25
Ailerons,constant,subtab|0.8_0.15_0.05|decoding,0.5233709812164307,53
Ailerons,constant,vime|0.05_0.15_0.8|start,0.6463540048258242,79
Ailerons,constant,vime|0.05_0.15_0.8|materialize,0.6667113434974018,80
Ailerons,constant,vime|0.05_0.15_0.8|encoding,0.6201135804353218,75
Ailerons,constant,vime|0.05_0.15_0.8|columnwise,0.6114533944666556,73
Ailerons,constant,vime|0.05_0.15_0.8|decoding,0.6231198641795918,76
Ailerons,constant,tabtransformer|0.05_0.15_0.8|start,0.5718133590913608,66
Ailerons,constant,tabtransformer|0.05_0.15_0.8|materialize,0.5862516451163888,69
Ailerons,constant,tabtransformer|0.05_0.15_0.8|encoding,0.5400935002459758,57
Ailerons,constant,tabtransformer|0.05_0.15_0.8|columnwise,0.5388307764431415,56
Ailerons,constant,tabtransformer|0.05_0.15_0.8|decoding,0.608819842338562,72
Brazilian_houses,approx_normal,trompt|0.05_0.15_0.8|start,0.2589038522318082,51
Brazilian_houses,approx_normal,trompt|0.05_0.15_0.8|materialize,0.24660590027961438,44
Brazilian_houses,approx_normal,trompt|0.05_0.15_0.8|encoding,0.17436783296458863,18
Brazilian_houses,approx_normal,trompt|0.05_0.15_0.8|columnwise,0.15098653738176238,15
Brazilian_houses,approx_normal,trompt|0.05_0.15_0.8|decoding,0.6420632004737854,82
Brazilian_houses,approx_normal,resnet|0.05_0.15_0.8|start,0.2476675031012722,45
Brazilian_houses,approx_normal,resnet|0.05_0.15_0.8|materialize,0.26699775907651196,55
Brazilian_houses,approx_normal,resnet|0.05_0.15_0.8|encoding,0.14565386898375632,14
Brazilian_houses,approx_normal,resnet|0.05_0.15_0.8|columnwise,0.1710661637262661,16
Brazilian_houses,approx_normal,resnet|0.05_0.15_0.8|decoding,1.5557622909545898,100
Brazilian_houses,approx_normal,trompt|0.8_0.15_0.05|start,0.19159376923774568,23
Brazilian_houses,approx_normal,trompt|0.8_0.15_0.05|materialize,0.19109285739618473,22
